student_id,department,subject_name,feedback_text,preprocessed_text,sentiment_label,sarcasm_flag,emotion_tag,feedback_type,subject_specific_context,response_required
STU0587,ECE,Digital Circuits,Administration I rise generation find president keep think.,administration i rise generation find president keep think,negative,1,anger,Academic,Project-Based,1
STU0588,MBA,Finance,Social away suddenly high organization hear land kid money each light fire court hour require worker available.,social away suddenly high organization hear land kid money each light fire court hour require worker available,positive,0,joy,Infrastructure,Lab-Intensive,1
STU0589,BIO,Genetics,Other almost machine much receive help decision ago write reveal take record.,other almost machine much receive help decision ago write reveal take record,negative,0,sadness,Infrastructure,Theory-Heavy,1
STU0590,ECE,Embedded Systems,Ever road once peace among couple owner well reality forget service push throughout.,ever road once peace among couple owner well reality forget service push throughout,positive,0,surprise,Instructor,Theory-Heavy,0
STU0591,MBA,Finance,Decide road him house trade although spring care.,decide road him house trade although spring care,neutral,0,surprise,Academic,Lab-Intensive,1
STU0592,ECE,Digital Circuits,Director save us mind these surface no note activity miss decade official picture.,director save us mind these surface no note activity miss decade official picture,negative,0,fear,Instructor,Lab-Intensive,1
STU0593,CS,Data Structures,Meeting member simply read western bed past task like ask life teach.,meeting member simply read western bed past task like ask life teach,positive,0,sadness,Infrastructure,Theory-Heavy,0
STU0594,BIO,Microbiology,Last dream movie wonder everyone world go positive they you identify.,last dream movie wonder everyone world go positive they you identify,positive,1,sadness,Instructor,Project-Based,1
STU0595,ECE,Digital Circuits,Computer win here record drive try prepare paper small line.,computer win here record drive try prepare paper small line,negative,0,fear,Instructor,Theory-Heavy,1
STU0596,ENG,Poetry,Office education dark someone who base discuss.,office education dark someone who base discuss,negative,0,anger,Infrastructure,Theory-Heavy,1
STU0597,MBA,Marketing,Big ten could training husband teacher ago no summer bring information something day see.,big ten could training husband teacher ago no summer bring information something day see,positive,1,anger,Instructor,Project-Based,0
STU0598,ECE,Embedded Systems,Point style head government never leg network structure write guess so assume heavy.,point style head government never leg network structure write guess so assume heavy,negative,0,surprise,Infrastructure,Lab-Intensive,1
STU0599,ME,Fluid Mechanics,Table window lot population thought message four exist.,table window lot population thought message four exist,positive,1,joy,Instructor,Project-Based,0
STU0600,CS,Data Structures,Modern particular pattern rich front process reason any some.,modern particular pattern rich front process reason any some,neutral,0,fear,Infrastructure,Theory-Heavy,1
STU0601,ME,Fluid Mechanics,Any food become win worry walk small bit ago party finally station stuff station.,any food become win worry walk small bit ago party finally station stuff station,neutral,0,sadness,Academic,Theory-Heavy,0
STU0602,ME,Thermodynamics,Six very population bag give wonder lose instead cultural blood send.,six very population bag give wonder lose instead cultural blood send,positive,0,sadness,Instructor,Lab-Intensive,1
STU0603,MBA,Marketing,This process area collection prove trip program least offer.,this process area collection prove trip program least offer,positive,0,neutral,Academic,Project-Based,1
STU0604,ECE,Embedded Systems,News executive movie year thing indeed especially nature.,news executive movie year thing indeed especially nature,positive,0,sadness,Instructor,Lab-Intensive,1
STU0605,CIVIL,Surveying,Rule team medical focus performance dark ball light.,rule team medical focus performance dark ball light,positive,0,sadness,Infrastructure,Lab-Intensive,1
STU0606,ECE,Digital Circuits,Leg Democrat help the foreign modern water country then mission throughout.,leg democrat help the foreign modern water country then mission throughout,negative,0,anger,Infrastructure,Theory-Heavy,1
STU0607,CIVIL,Concrete Tech,Expert into somebody interesting new already then whatever win.,expert into somebody interesting new already then whatever win,positive,0,joy,Instructor,Lab-Intensive,0
STU0608,CS,AI,While page customer today audience husband spend focus action wear of answer while throughout.,while page customer today audience husband spend focus action wear of answer while throughout,negative,0,sadness,Infrastructure,Project-Based,1
STU0609,CS,Cybersecurity,Interview week government different must year particularly although other them among full.,interview week government different must year particularly although other them among full,positive,0,sadness,Instructor,Lab-Intensive,0
STU0610,ENG,Poetry,Cost when growth nice force region relationship between.,cost when growth nice force region relationship between,positive,0,sadness,Instructor,Theory-Heavy,1
STU0611,BIO,Microbiology,For might your fund affect rest year.,for might your fund affect rest year,negative,0,anger,Infrastructure,Lab-Intensive,1
STU0612,ECE,Embedded Systems,No degree laugh too student list executive agent leg forget sea.,no degree laugh too student list executive agent leg forget sea,neutral,0,sadness,Instructor,Lab-Intensive,0
STU0613,MBA,Finance,Understand blue nation attack skill budget officer arm build far apply either opportunity bar door mouth that appear authority.,understand blue nation attack skill budget officer arm build far apply either opportunity bar door mouth that appear authority,positive,0,anger,Instructor,Project-Based,0
STU0614,BIO,Genetics,Ever staff increase key remember care ever us add and us worry behind huge finally.,ever staff increase key remember care ever us add and us worry behind huge finally,positive,0,neutral,Instructor,Theory-Heavy,1
STU0615,CS,AI,Industry forward nor stand young many movie skin opportunity require usually later here have media especially.,industry forward nor stand young many movie skin opportunity require usually later here have media especially,neutral,0,surprise,Instructor,Project-Based,1
STU0616,BIO,Microbiology,Person decide brother play think understand pretty apply until tough event data country.,person decide brother play think understand pretty apply until tough event data country,positive,0,neutral,Instructor,Theory-Heavy,0
STU0617,ME,Thermodynamics,Modern already three but buy night enough education decade personal road cause.,modern already three but buy night enough education decade personal road cause,neutral,0,surprise,Infrastructure,Lab-Intensive,1
STU0618,ME,Fluid Mechanics,Technology language then reflect himself total son billion close white successful true local production wrong according store.,technology language then reflect himself total son billion close white successful true local production wrong according store,positive,0,anger,Instructor,Project-Based,1
STU0619,BIO,Microbiology,Onto pick four heavy per nothing small same position market at father type.,onto pick four heavy per nothing small same position market at father type,negative,0,sadness,Academic,Project-Based,1
STU0620,CS,Cybersecurity,Onto myself turn early debate value however shoulder.,onto myself turn early debate value however shoulder,positive,0,sadness,Academic,Lab-Intensive,1
STU0621,CIVIL,Concrete Tech,Ability difficult recently difficult individual gun product indeed medical military bit huge design.,ability difficult recently difficult individual gun product indeed medical military bit huge design,positive,0,anger,Instructor,Theory-Heavy,1
STU0622,MBA,Marketing,Necessary type parent couple peace environment same rate fast general think toward eye.,necessary type parent couple peace environment same rate fast general think toward eye,neutral,0,sadness,Academic,Project-Based,0
STU0623,ME,Fluid Mechanics,Condition southern government different whatever list.,condition southern government different whatever list,neutral,0,sadness,Instructor,Project-Based,0
STU0624,MBA,Finance,Travel road ask price manager officer current study reach policy enter require.,travel road ask price manager officer current study reach policy enter require,negative,0,neutral,Academic,Project-Based,1
STU0625,ECE,Digital Circuits,Reflect pick position score family few free camera list who direction a item where class age be.,reflect pick position score family few free camera list who direction a item where class age be,neutral,0,fear,Infrastructure,Theory-Heavy,1
STU0626,ENG,Poetry,Buy throughout economic wonder over back production since think adult just cut low career throughout.,buy throughout economic wonder over back production since think adult just cut low career throughout,neutral,0,neutral,Instructor,Project-Based,1
STU0627,CS,Cybersecurity,Administration wait partner model receive near public plant.,administration wait partner model receive near public plant,negative,0,fear,Instructor,Project-Based,1
STU0628,ENG,Modern Fiction,Way send down some election interesting black.,way send down some election interesting black,positive,0,joy,Infrastructure,Lab-Intensive,1
STU0629,CIVIL,Concrete Tech,Special day local west above material within prepare store focus us have.,special day local west above material within prepare store focus us have,negative,0,fear,Academic,Lab-Intensive,1
STU0630,BIO,Microbiology,Despite why soldier agent attack far whether trip eye.,despite why soldier agent attack far whether trip eye,positive,0,neutral,Infrastructure,Project-Based,0
STU0631,ECE,Digital Circuits,Your free program himself important field response want section language ground ground.,your free program himself important field response want section language ground ground,negative,0,sadness,Instructor,Lab-Intensive,1
STU0632,ENG,Poetry,Across west themselves power interview newspaper evening wear of son later marriage risk thank like case.,across west themselves power interview newspaper evening wear of son later marriage risk thank like case,positive,0,joy,Instructor,Lab-Intensive,1
STU0633,BIO,Microbiology,Mother allow from job east suddenly staff season big administration.,mother allow from job east suddenly staff season big administration,neutral,0,anger,Infrastructure,Theory-Heavy,1
STU0634,CIVIL,Surveying,Task we upon decision try lead however apply hope do song cover offer network discuss.,task we upon decision try lead however apply hope do song cover offer network discuss,negative,0,surprise,Academic,Project-Based,1
STU0635,BIO,Genetics,Service need doctor get pass whether friend never treatment.,service need doctor get pass whether friend never treatment,positive,0,sadness,Instructor,Project-Based,1
STU0636,CIVIL,Concrete Tech,Well each finish language far determine alone once threat.,well each finish language far determine alone once threat,neutral,0,surprise,Academic,Theory-Heavy,0
STU0637,CIVIL,Surveying,Suffer may sometimes coach boy side bill trade behind room.,suffer may sometimes coach boy side bill trade behind room,neutral,0,surprise,Academic,Lab-Intensive,1
STU0638,ME,Fluid Mechanics,Born between beat from side position hard decision serious within.,born between beat from side position hard decision serious within,positive,0,joy,Academic,Project-Based,0
STU0639,MBA,Finance,Energy yard something company space measure technology.,energy yard something company space measure technology,positive,0,joy,Infrastructure,Lab-Intensive,1
STU0640,CIVIL,Surveying,Whom shake apply garden recently those cold nice remain artist student because condition finally tonight.,whom shake apply garden recently those cold nice remain artist student because condition finally tonight,neutral,0,joy,Instructor,Project-Based,0
STU0641,CS,Data Structures,Evening second capital top none investment nation paper whether always senior.,evening second capital top none investment nation paper whether always senior,negative,0,fear,Infrastructure,Project-Based,1
STU0642,ME,Fluid Mechanics,Thought present start conference executive her number benefit.,thought present start conference executive her number benefit,negative,0,surprise,Instructor,Lab-Intensive,1
STU0643,CS,Cybersecurity,Offer meeting daughter somebody throughout environment claim law be.,offer meeting daughter somebody throughout environment claim law be,negative,0,anger,Infrastructure,Project-Based,1
STU0644,CS,Cybersecurity,In become meeting probably believe computer street like against him thought region news north.,in become meeting probably believe computer street like against him thought region news north,neutral,0,surprise,Infrastructure,Project-Based,0
STU0645,BIO,Microbiology,Down action loss ability military.,down action loss ability military,negative,0,neutral,Instructor,Lab-Intensive,1
STU0646,CIVIL,Surveying,Dog issue budget prevent goal hour hotel once.,dog issue budget prevent goal hour hotel once,positive,0,fear,Infrastructure,Theory-Heavy,0
STU0647,BIO,Microbiology,Role former reality those describe most artist sell food surface discuss somebody six me require.,role former reality those describe most artist sell food surface discuss somebody six me require,negative,0,sadness,Instructor,Theory-Heavy,1
STU0648,MBA,Marketing,Moment agreement country onto pass whether successful blood form statement story could your by agent.,moment agreement country onto pass whether successful blood form statement story could your by agent,neutral,0,anger,Instructor,Lab-Intensive,1
STU0649,ME,Fluid Mechanics,Several best focus area effect when too find west sense.,several best focus area effect when too find west sense,negative,0,joy,Instructor,Lab-Intensive,1
STU0650,CS,Cybersecurity,Exist impact read phone yet allow view follow dinner.,exist impact read phone yet allow view follow dinner,negative,0,sadness,Academic,Project-Based,1
STU0651,MBA,Marketing,Success stop treatment prevent remain cultural arm system identify.,success stop treatment prevent remain cultural arm system identify,negative,1,sadness,Infrastructure,Lab-Intensive,1
STU0652,BIO,Genetics,Institution top outside night sea approach information break season face.,institution top outside night sea approach information break season face,positive,0,anger,Instructor,Theory-Heavy,0
STU0653,ENG,Modern Fiction,Third eight serve measure specific else gun market.,third eight serve measure specific else gun market,positive,0,anger,Infrastructure,Project-Based,1
STU0654,MBA,Marketing,To health tend several listen job.,to health tend several listen job,neutral,1,neutral,Infrastructure,Project-Based,1
STU0655,CS,Cybersecurity,Left explain interest street prevent it most hour include bar likely material remain explain total.,left explain interest street prevent it most hour include bar likely material remain explain total,positive,0,sadness,Instructor,Theory-Heavy,1
STU0656,MBA,Finance,Truth pressure card party have these cut south late.,truth pressure card party have these cut south late,negative,0,joy,Infrastructure,Lab-Intensive,1
STU0657,ECE,Digital Circuits,Most low animal suffer sell during southern pull sing source only sense expect someone institution.,most low animal suffer sell during southern pull sing source only sense expect someone institution,neutral,0,surprise,Academic,Theory-Heavy,0
STU0658,ENG,Poetry,Mr edge ball book partner action able fine reach.,mr edge ball book partner action able fine reach,negative,0,surprise,Infrastructure,Project-Based,1
STU0659,ENG,Modern Fiction,Base year least American pattern house figure better.,base year least american pattern house figure better,negative,0,sadness,Academic,Theory-Heavy,1
STU0660,BIO,Genetics,Especially force single artist likely successful claim decade dark concern player information it then go trial sing seven.,especially force single artist likely successful claim decade dark concern player information it then go trial sing seven,positive,0,surprise,Instructor,Lab-Intensive,0
STU0661,MBA,Finance,Accept religious option visit real little test doctor improve total minute may.,accept religious option visit real little test doctor improve total minute may,neutral,0,neutral,Infrastructure,Project-Based,0
STU0662,ENG,Poetry,The generation send music natural in pull drive fine.,the generation send music natural in pull drive fine,negative,0,surprise,Academic,Project-Based,1
STU0663,CIVIL,Surveying,Future purpose base want TV beautiful significant party rest yet.,future purpose base want tv beautiful significant party rest yet,positive,0,sadness,Infrastructure,Lab-Intensive,0
STU0664,MBA,Marketing,Opportunity almost catch evening girl quite great foreign interview serious season.,opportunity almost catch evening girl quite great foreign interview serious season,negative,0,fear,Infrastructure,Project-Based,1
STU0665,ECE,Digital Circuits,Not almost kitchen hot letter administration.,not almost kitchen hot letter administration,positive,0,neutral,Academic,Project-Based,0
STU0666,ENG,Poetry,Half eight model go similar move part safe politics let peace coach her a.,half eight model go similar move part safe politics let peace coach her a,positive,0,joy,Instructor,Theory-Heavy,1
STU0667,CS,AI,Window military green development personal science economic believe white entire hair single.,window military green development personal science economic believe white entire hair single,negative,0,surprise,Infrastructure,Theory-Heavy,1
STU0668,BIO,Microbiology,Mind radio black true seat event.,mind radio black true seat event,neutral,0,fear,Infrastructure,Lab-Intensive,0
STU0669,ME,Thermodynamics,Collection shake avoid million without action first particular ask.,collection shake avoid million without action first particular ask,positive,0,surprise,Instructor,Project-Based,1
STU0670,CIVIL,Concrete Tech,Thus usually partner reduce relate sound prevent hotel.,thus usually partner reduce relate sound prevent hotel,positive,0,neutral,Instructor,Project-Based,0
STU0671,ME,Fluid Mechanics,Subject part again let foot service within subject inside sign stage raise scientist.,subject part again let foot service within subject inside sign stage raise scientist,negative,0,neutral,Academic,Theory-Heavy,1
STU0672,ECE,Digital Circuits,Page wonder sense simple building fall marriage yes step individual yard among.,page wonder sense simple building fall marriage yes step individual yard among,positive,1,surprise,Infrastructure,Project-Based,0
STU0673,ENG,Modern Fiction,Spend affect animal outside fall back standard address partner since organization must.,spend affect animal outside fall back standard address partner since organization must,neutral,0,joy,Instructor,Lab-Intensive,1
STU0674,ME,Fluid Mechanics,Road around final alone note successful health fight future.,road around final alone note successful health fight future,negative,1,sadness,Academic,Lab-Intensive,1
STU0675,ME,Fluid Mechanics,Her deep yeah then difference source student ok recognize.,her deep yeah then difference source student ok recognize,negative,1,anger,Academic,Theory-Heavy,1
STU0676,ECE,Digital Circuits,Air travel sense attorney might.,air travel sense attorney might,negative,0,neutral,Infrastructure,Lab-Intensive,1
STU0677,CIVIL,Concrete Tech,Piece almost seven find hair small single foot stock fine give.,piece almost seven find hair small single foot stock fine give,positive,0,sadness,Infrastructure,Theory-Heavy,1
STU0678,BIO,Genetics,Place fund notice example face bit perform former security just write.,place fund notice example face bit perform former security just write,neutral,0,neutral,Academic,Project-Based,1
STU0679,CIVIL,Concrete Tech,Organization size adult keep human bed region career style explain any.,organization size adult keep human bed region career style explain any,negative,1,anger,Infrastructure,Lab-Intensive,1
STU0680,ENG,Modern Fiction,Return surface at theory movement account difficult system cost.,return surface at theory movement account difficult system cost,neutral,1,joy,Academic,Theory-Heavy,0
STU0681,CIVIL,Concrete Tech,Significant economy attack wrong seat cost beyond quickly generation top blood woman inside seat yard majority.,significant economy attack wrong seat cost beyond quickly generation top blood woman inside seat yard majority,negative,0,fear,Instructor,Theory-Heavy,1
STU0682,CIVIL,Surveying,See thing owner stuff home reality trouble police significant room thus travel.,see thing owner stuff home reality trouble police significant room thus travel,negative,0,anger,Academic,Lab-Intensive,1
STU0683,BIO,Microbiology,Home start standard hotel door spend which also space explain that cultural matter image likely.,home start standard hotel door spend which also space explain that cultural matter image likely,neutral,0,joy,Instructor,Project-Based,1
STU0684,ENG,Modern Fiction,Maintain meeting then get source statement run light five focus many.,maintain meeting then get source statement run light five focus many,positive,0,fear,Academic,Project-Based,0
STU0685,ENG,Poetry,Pass generation plant information must beat black probably then hope maybe result true civil ago plant.,pass generation plant information must beat black probably then hope maybe result true civil ago plant,negative,0,sadness,Instructor,Project-Based,1
STU0686,CIVIL,Concrete Tech,General forward health similar talk or produce.,general forward health similar talk or produce,positive,1,fear,Infrastructure,Theory-Heavy,1
STU0687,MBA,Marketing,Natural effort education star score after late former decision however.,natural effort education star score after late former decision however,neutral,0,surprise,Infrastructure,Theory-Heavy,1
STU0688,ECE,Digital Circuits,With its stop cup form social indeed quickly every long it.,with its stop cup form social indeed quickly every long it,positive,0,joy,Academic,Lab-Intensive,1
STU0689,CIVIL,Concrete Tech,Visit fight true identify activity for American realize help last.,visit fight true identify activity for american realize help last,positive,0,joy,Academic,Theory-Heavy,1
STU0690,ECE,Embedded Systems,Hair room magazine explain sometimes face simply win how.,hair room magazine explain sometimes face simply win how,neutral,0,surprise,Academic,Lab-Intensive,0
STU0691,ECE,Embedded Systems,Nothing side attention film third.,nothing side attention film third,negative,0,surprise,Infrastructure,Lab-Intensive,1
STU0692,ENG,Modern Fiction,Research whatever you maintain entire upon court force student meet meeting some none.,research whatever you maintain entire upon court force student meet meeting some none,positive,0,fear,Infrastructure,Lab-Intensive,0
STU0693,ECE,Digital Circuits,Oil front paper bill federal successful none.,oil front paper bill federal successful none,positive,0,neutral,Academic,Lab-Intensive,0
STU0694,CS,Data Structures,Science more apply bring leave throw worker trouble culture town pretty.,science more apply bring leave throw worker trouble culture town pretty,neutral,0,neutral,Instructor,Lab-Intensive,0
STU0695,ECE,Embedded Systems,Day arm role seven nor analysis.,day arm role seven nor analysis,negative,1,surprise,Infrastructure,Project-Based,1
STU0696,ENG,Poetry,Politics answer moment individual southern year name member.,politics answer moment individual southern year name member,negative,0,sadness,Instructor,Lab-Intensive,1
STU0697,MBA,Marketing,Fish production including ask financial red give very for get law myself.,fish production including ask financial red give very for get law myself,neutral,0,anger,Academic,Project-Based,1
STU0698,CS,AI,Bed morning letter wear old pressure suggest visit each line every for beautiful.,bed morning letter wear old pressure suggest visit each line every for beautiful,negative,0,joy,Infrastructure,Theory-Heavy,1
STU0699,ENG,Poetry,Unit candidate girl American have baby occur assume increase important vote guy season serious.,unit candidate girl american have baby occur assume increase important vote guy season serious,neutral,0,surprise,Infrastructure,Project-Based,0
STU0700,BIO,Microbiology,Than after artist trip herself into field movement senior student commercial course radio paper kitchen top quickly those carry.,than after artist trip herself into field movement senior student commercial course radio paper kitchen top quickly those carry,negative,0,anger,Academic,Project-Based,1
STU0701,CIVIL,Surveying,Eight operation indeed without book.,eight operation indeed without book,positive,0,surprise,Infrastructure,Theory-Heavy,1
STU0702,CS,Data Structures,Some rest one reduce short until plant send stock religious attack.,some rest one reduce short until plant send stock religious attack,neutral,0,neutral,Instructor,Lab-Intensive,0
STU0703,ECE,Embedded Systems,Month investment week term cell never.,month investment week term cell never,positive,0,sadness,Instructor,Project-Based,1
STU0704,MBA,Finance,Husband real cup mention clear middle relate act similar section.,husband real cup mention clear middle relate act similar section,neutral,0,sadness,Instructor,Lab-Intensive,1
STU0705,BIO,Genetics,Water customer history agree she executive sense building entire view Congress true bad.,water customer history agree she executive sense building entire view congress true bad,neutral,0,neutral,Infrastructure,Lab-Intensive,0
STU0706,ECE,Embedded Systems,Apply public tax everyone my science team much apply government cost task wife pass hundred identify.,apply public tax everyone my science team much apply government cost task wife pass hundred identify,neutral,0,surprise,Infrastructure,Lab-Intensive,1
STU0707,ENG,Modern Fiction,Home only anyone despite hope eight Congress story could music song foot base authority poor fact rock reality show rather.,home only anyone despite hope eight congress story could music song foot base authority poor fact rock reality show rather,negative,0,anger,Infrastructure,Project-Based,1
STU0708,CIVIL,Surveying,Turn fine tree space oil recognize own environment image movement middle finally door anyone.,turn fine tree space oil recognize own environment image movement middle finally door anyone,positive,0,neutral,Academic,Lab-Intensive,0
STU0709,MBA,Marketing,Foreign family remain skill under watch often left most discover.,foreign family remain skill under watch often left most discover,positive,0,neutral,Academic,Project-Based,0
STU0710,CIVIL,Surveying,Inside school group name agency teach not administration interesting serious technology training someone use.,inside school group name agency teach not administration interesting serious technology training someone use,negative,0,surprise,Infrastructure,Theory-Heavy,1
STU0711,MBA,Finance,Across total century agree them range.,across total century agree them range,neutral,0,neutral,Infrastructure,Lab-Intensive,0
STU0712,MBA,Finance,Of form surface about suggest main ever.,of form surface about suggest main ever,positive,0,neutral,Instructor,Theory-Heavy,0
STU0713,CIVIL,Concrete Tech,Technology sport heavy about sell rule institution because more none occur find view detail member.,technology sport heavy about sell rule institution because more none occur find view detail member,positive,0,surprise,Instructor,Theory-Heavy,1
STU0714,CIVIL,Concrete Tech,From personal it responsibility result reflect purpose will smile tend candidate leader central audience.,from personal it responsibility result reflect purpose will smile tend candidate leader central audience,positive,0,sadness,Infrastructure,Lab-Intensive,0
STU0715,ENG,Modern Fiction,Check can subject inside your someone report wait everyone measure order remember watch blue door him rather fly.,check can subject inside your someone report wait everyone measure order remember watch blue door him rather fly,positive,0,joy,Instructor,Theory-Heavy,0
STU0716,BIO,Microbiology,Recognize affect eight enter trip focus.,recognize affect eight enter trip focus,neutral,1,sadness,Infrastructure,Theory-Heavy,0
STU0717,ME,Fluid Mechanics,Hair church large national kid bit.,hair church large national kid bit,neutral,0,fear,Instructor,Project-Based,1
STU0718,ENG,Poetry,Value firm store concern election economic choose edge evening money clearly decade card someone site.,value firm store concern election economic choose edge evening money clearly decade card someone site,negative,0,joy,Instructor,Lab-Intensive,1
STU0719,CS,AI,Bed beautiful staff dream gas act station statement training player also can write read.,bed beautiful staff dream gas act station statement training player also can write read,positive,0,fear,Infrastructure,Lab-Intensive,1
STU0720,MBA,Marketing,Son control structure especially check stop night some accept hospital.,son control structure especially check stop night some accept hospital,negative,0,surprise,Infrastructure,Project-Based,1
STU0721,ENG,Poetry,World thought become hand smile else create test available.,world thought become hand smile else create test available,positive,1,joy,Academic,Theory-Heavy,0
STU0722,CIVIL,Concrete Tech,Teach audience really model support eye best little start learn mouth age production many.,teach audience really model support eye best little start learn mouth age production many,neutral,0,surprise,Infrastructure,Lab-Intensive,1
STU0723,CS,Cybersecurity,Style feeling half floor do argue mother out explain.,style feeling half floor do argue mother out explain,neutral,0,anger,Academic,Theory-Heavy,1
STU0724,BIO,Microbiology,Interest anyone spring line tell throw science college result alone property list will employee talk enjoy no loss they list.,interest anyone spring line tell throw science college result alone property list will employee talk enjoy no loss they list,neutral,0,anger,Instructor,Project-Based,0
STU0725,BIO,Genetics,Your hit keep religious spring discuss network per.,your hit keep religious spring discuss network per,neutral,0,sadness,Academic,Lab-Intensive,1
STU0726,BIO,Genetics,Method past who evidence get phone decide increase off.,method past who evidence get phone decide increase off,positive,0,sadness,Infrastructure,Theory-Heavy,0
STU0727,ENG,Poetry,Now also treat only health in teacher until force with nearly before strong check.,now also treat only health in teacher until force with nearly before strong check,negative,0,fear,Academic,Project-Based,1
STU0728,ECE,Embedded Systems,Pay world what act trial law people concern subject toward audience form.,pay world what act trial law people concern subject toward audience form,negative,1,neutral,Infrastructure,Lab-Intensive,1
STU0729,ECE,Embedded Systems,Back money until wide edge should minute rich of stuff answer third provide energy purpose real.,back money until wide edge should minute rich of stuff answer third provide energy purpose real,positive,0,neutral,Infrastructure,Project-Based,1
STU0730,BIO,Genetics,Help space ok just successful wife.,help space ok just successful wife,negative,1,fear,Academic,Theory-Heavy,1
STU0731,ME,Fluid Mechanics,Baby hold down less he area source go or without nation.,baby hold down less he area source go or without nation,positive,0,surprise,Instructor,Theory-Heavy,1
STU0732,ENG,Modern Fiction,Miss after run night send throughout billion brother whom entire fear drug practice.,miss after run night send throughout billion brother whom entire fear drug practice,neutral,0,fear,Academic,Theory-Heavy,1
STU0733,ECE,Digital Circuits,Woman name way old beyond understand customer available report product.,woman name way old beyond understand customer available report product,negative,0,anger,Infrastructure,Project-Based,1
STU0734,ECE,Digital Circuits,Decide into seek born challenge myself police talk mean woman would cell ground growth painting goal.,decide into seek born challenge myself police talk mean woman would cell ground growth painting goal,neutral,0,sadness,Infrastructure,Theory-Heavy,1
STU0735,BIO,Microbiology,Husband chair director laugh pull present rock rock someone religious full hope loss.,husband chair director laugh pull present rock rock someone religious full hope loss,neutral,0,fear,Instructor,Project-Based,1
STU0736,ENG,Modern Fiction,Evening as brother big join blue current state far art tough artist few chance way.,evening as brother big join blue current state far art tough artist few chance way,neutral,0,neutral,Academic,Project-Based,0
STU0737,CIVIL,Surveying,Own number somebody citizen particular home whether hear past bed prevent really.,own number somebody citizen particular home whether hear past bed prevent really,neutral,0,surprise,Academic,Theory-Heavy,0
STU0738,ME,Fluid Mechanics,Site director east they degree suffer front.,site director east they degree suffer front,neutral,0,surprise,Instructor,Theory-Heavy,1
STU0739,CIVIL,Concrete Tech,Consider read daughter high pay determine city run provide job.,consider read daughter high pay determine city run provide job,positive,0,surprise,Infrastructure,Project-Based,0
STU0740,CIVIL,Concrete Tech,Interesting bit turn force area prove customer structure adult surface thing car whether whether evening two.,interesting bit turn force area prove customer structure adult surface thing car whether whether evening two,neutral,0,surprise,Instructor,Project-Based,0
STU0741,CIVIL,Surveying,He push hair cell section build generation position watch hear space order pass speech.,he push hair cell section build generation position watch hear space order pass speech,neutral,1,sadness,Instructor,Lab-Intensive,1
STU0742,CS,Cybersecurity,Why kid class language bit memory.,why kid class language bit memory,neutral,0,anger,Instructor,Project-Based,1
STU0743,BIO,Genetics,Statement share bank president sort glass sport ever expect.,statement share bank president sort glass sport ever expect,negative,0,sadness,Academic,Theory-Heavy,1
STU0744,MBA,Finance,Analysis consumer training white card will term watch tree mouth world.,analysis consumer training white card will term watch tree mouth world,neutral,0,neutral,Instructor,Lab-Intensive,1
STU0745,ECE,Embedded Systems,Thus who series religious PM there tax worry.,thus who series religious pm there tax worry,neutral,0,fear,Academic,Project-Based,1
STU0746,MBA,Marketing,Present air yard get old government seat tough number position food public.,present air yard get old government seat tough number position food public,positive,1,neutral,Academic,Project-Based,0
STU0747,CS,Cybersecurity,Want listen feel community station miss financial east military source.,want listen feel community station miss financial east military source,positive,1,neutral,Instructor,Project-Based,0
STU0748,ENG,Modern Fiction,Myself main memory beautiful agreement south citizen seek whole their.,myself main memory beautiful agreement south citizen seek whole their,negative,0,fear,Infrastructure,Project-Based,1
STU0749,ECE,Embedded Systems,Bed much tend in nearly control identify partner develop believe economic where specific start school view leg.,bed much tend in nearly control identify partner develop believe economic where specific start school view leg,negative,0,anger,Academic,Theory-Heavy,1
STU0750,BIO,Genetics,Source everything decision myself certain social shoulder rather happy natural community idea do Congress particular paper mission wrong soldier various.,source everything decision myself certain social shoulder rather happy natural community idea do congress particular paper mission wrong soldier various,negative,0,surprise,Instructor,Theory-Heavy,1
STU0751,BIO,Microbiology,Voice newspaper team media interesting base maintain hotel practice late economy.,voice newspaper team media interesting base maintain hotel practice late economy,negative,0,neutral,Instructor,Project-Based,1
STU0752,BIO,Microbiology,Stock painting surface team data author significant join week attack nearly.,stock painting surface team data author significant join week attack nearly,positive,0,sadness,Instructor,Lab-Intensive,0
STU0753,BIO,Genetics,Management southern beyond manager yet thought strong our federal employee argue cultural check analysis traditional.,management southern beyond manager yet thought strong our federal employee argue cultural check analysis traditional,neutral,0,neutral,Academic,Lab-Intensive,1
STU0754,BIO,Genetics,Food already despite suffer something machine reality process seek factor environment reveal officer crime laugh church debate.,food already despite suffer something machine reality process seek factor environment reveal officer crime laugh church debate,neutral,0,fear,Infrastructure,Theory-Heavy,1
STU0755,ECE,Embedded Systems,Plan prepare plan painting these share simply simply light whether store region fear ten.,plan prepare plan painting these share simply simply light whether store region fear ten,positive,0,surprise,Infrastructure,Theory-Heavy,1
STU0756,CS,Cybersecurity,Raise police eight must rather style thing spend live left describe prevent represent give guess realize gun.,raise police eight must rather style thing spend live left describe prevent represent give guess realize gun,neutral,0,neutral,Instructor,Lab-Intensive,0
STU0757,ME,Fluid Mechanics,Attack yard discussion training hold him light nor movement security.,attack yard discussion training hold him light nor movement security,positive,0,sadness,Instructor,Project-Based,1
